GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene name
B9J08_05200	3392.62907068863	-3.64519655003336	0.0875238407110362	-41.6480414984088	0	0	CM076443.1	836614	838609	+	NA	B9J08_05200
B9J08_03708	19427.7510342583	-7.34633321761848	0.0960674294897708	-76.4705921313396	0	0	CM076440.1	1506982	1509280	+	NA	B9J08_03708
B9J08_00369	11024.4941744765	-5.40142030583245	0.0831055017959908	-64.9947378826011	0	0	CM076438.1	768481	773296	+	NA	B9J08_00369
B9J08_01084	3556.92220620224	-2.54055444522551	0.0801701799168505	-31.6895190688168	2.16655939471187e-220	2.99364344364312e-217	CM076438.1	2231605	2232628	-	NA	B9J08_01084
B9J08_02614	874.949835266102	4.24749183507011	0.14285036078638	29.733854445225	2.80457613199833e-194	3.10017845631096e-191	CM076439.1	1396585	1397608	-	NA	B9J08_02614
B9J08_03871	20766.0299000108	-1.97402610266661	0.0707569943074386	-27.8986709651554	2.76897992617044e-171	2.55069200865733e-168	CM076441.1	212002	213549	-	NA	B9J08_03871
B9J08_01126	2203.65614642166	2.14754457123989	0.0859257947353338	24.9930137725778	7.28190051724679e-138	5.74958059411757e-135	CM076438.1	2322972	2324712	-	NA	B9J08_01126
B9J08_02246	2628.00994435771	2.41880575408495	0.100472536885449	24.0742976047544	4.64752656128884e-128	3.21085991303043e-125	CM076439.1	588283	589264	+	NA	B9J08_02246
B9J08_02757	1386.31186305023	2.28216571257252	0.102380352839064	22.2910514496854	4.51269125120098e-110	2.77129383837642e-107	CM076439.1	1730650	1732462	+	NA	B9J08_02757
B9J08_05222	1515.00473904659	2.23784497022255	0.102351878178444	21.8642296560597	5.69179861338852e-106	3.14585709361984e-103	CM076443.1	892384	894328	-	NA	B9J08_05222
B9J08_05199	1143.76679593812	-2.29038059955402	0.105109723478351	-21.7903779380199	2.86278375965243e-105	1.43841871269082e-102	CM076443.1	834192	835890	-	NA	B9J08_05199
B9J08_00453	761.544221251876	-3.2901298979871	0.155173564888057	-21.2029020559051	8.97856385859107e-100	4.13537687053607e-97	CM076438.1	959998	961045	+	NA	B9J08_00453
B9J08_02779	3663.52811593479	1.55702752337373	0.0748555247293489	20.8004356258726	4.28896070366991e-96	1.82346813916797e-93	CM076439.1	1774011	1775808	-	NA	B9J08_02779
B9J08_02123	12314.0188177582	-1.38553051052861	0.0705150276577972	-19.6487267544227	5.92813075397085e-86	2.34034133408549e-83	CM076439.1	348927	353454	-	NA	B9J08_02123
B9J08_02735	2592.0334509335	1.59046936507726	0.0843842452567873	18.8479420564508	3.05497668234314e-79	1.12565707488737e-76	CM076439.1	1677399	1679322	+	NA	B9J08_02735
B9J08_03071	1579.19115630507	1.88436611964409	0.10240438103904	18.4012256167606	1.28426870012522e-75	4.43634569099507e-73	CM076440.1	116506	118816	-	NA	B9J08_03071
B9J08_04902	8596.99478020609	-1.29134441595705	0.0708031520206743	-18.2385159290645	2.55296213709623e-74	8.30013043042991e-72	CM076443.1	149288	150299	-	NA	B9J08_04902
B9J08_04747	687.720404091406	-2.65669855918746	0.149142543037576	-17.8131504604834	5.58744186377365e-71	1.71565506561539e-68	CM076442.1	739152	740343	+	NA	B9J08_04747
B9J08_00946	1778.45904869769	-1.77288528189103	0.1000793764875	-17.7147914396976	3.22420274550515e-70	9.37903609179313e-68	CM076438.1	1963080	1964643	+	NA	B9J08_00946
B9J08_00523	3664.24525312273	1.57024919251871	0.0899964129702141	17.447908652075	3.57068954668301e-68	9.86760056225849e-66	CM076438.1	1110799	1112464	-	NA	B9J08_00523
B9J08_05550	1622.95297402301	-1.53235002684956	0.0916149183476898	-16.7259880212314	8.4758849620467e-63	2.23077219929677e-60	CM076444.1	689442	690603	+	NA	B9J08_05550
B9J08_03182	11218.1772486277	1.20148330389399	0.073458502530805	16.3559460443689	3.94533333045537e-60	9.91175332610311e-58	CM076440.1	350704	353911	-	NA	B9J08_03182
B9J08_04729	17114.2882147124	1.2416998098284	0.0760110100589501	16.335788839872	5.49173669627311e-60	1.3196882052305e-57	CM076442.1	690246	691392	-	NA	B9J08_04729
B9J08_03382	2198.01164301024	-1.34997899386954	0.0829488739745659	-16.2748320644289	1.48927504644075e-59	3.42967632569918e-57	CM076440.1	789733	792709	+	NA	B9J08_03382
B9J08_05063	27667.2392990167	1.3742856221201	0.0873759650456403	15.7284170927583	9.65958219760562e-56	2.13554043224665e-53	CM076443.1	523814	526754	+	NA	B9J08_05063
B9J08_05314	1376.80378613776	1.72652942201914	0.109814343222241	15.7222578704953	1.06461126347602e-55	2.26311786662769e-53	CM076444.1	165540	167055	-	NA	B9J08_05314
B9J08_05184	2525.84691497582	-1.35429776431903	0.0878812938198728	-15.4105351145021	1.39055587601552e-53	2.84651938027325e-51	CM076443.1	793502	798395	-	NA	B9J08_05184
B9J08_05253	3064.10794989153	1.45831663254913	0.0951742495604947	15.3225965981711	5.40158180611118e-53	1.06623366579916e-50	CM076444.1	16913	18536	-	NA	B9J08_05253
B9J08_00666	2452.79647693951	1.40891236087348	0.0922878063285073	15.2665061282129	1.27841619853285e-52	2.43648494113484e-50	CM076438.1	1413664	1415458	+	NA	B9J08_00666
B9J08_00594	3062.83928908444	-1.20461392664149	0.0793505614109845	-15.1809124626399	4.73153631116628e-52	8.71706706393868e-50	CM076438.1	1273404	1275798	+	NA	B9J08_00594
B9J08_01066	2826.2641420847	-1.3364804237662	0.0882094898123733	-15.151209088829	7.43854299338139e-52	1.32622022981997e-49	CM076438.1	2196595	2197705	+	NA	B9J08_01066
B9J08_03732	556.204440965445	-2.08885442537995	0.139392644322515	-14.9853992334555	9.14742450406866e-51	1.57993172606211e-48	CM076440.1	1569154	1570223	-	NA	B9J08_03732
B9J08_03946	1011.32336518256	-1.68890862640068	0.115697210061243	-14.5976607863464	2.90647964845645e-48	4.86791303546025e-46	CM076441.1	364940	365303	-	NA	B9J08_03946
B9J08_00322	1138.28606987399	1.8940752512497	0.129895843152776	14.5814924117471	3.68374678974372e-48	5.98825544320986e-46	CM076438.1	684233	685241	+	NA	B9J08_00322
B9J08_03432	1536.29829282353	-1.38812676887482	0.0955797635996458	-14.5232287316514	8.63454698702044e-48	1.36351831992177e-45	CM076440.1	892155	894552	+	NA	B9J08_03432
B9J08_03811	25374.8299429587	1.32773462061458	0.0918800027667784	14.4507464152435	2.47983808740155e-47	3.80724030807454e-45	CM076441.1	79250	82085	+	NA	B9J08_03811
B9J08_02896	4877.70666905085	-1.15184390166983	0.079819679739762	-14.4305753346194	3.32297592575161e-47	4.96380755179166e-45	CM076439.1	2038274	2039975	+	NA	B9J08_02896
B9J08_03612	448.178191757177	-2.30981929088885	0.160627757722552	-14.379951034855	6.91434555354307e-47	1.00567336511665e-44	CM076440.1	1286041	1287634	+	NA	B9J08_03612
B9J08_01770	9106.29571453789	-0.928384884173356	0.0657284878084103	-14.1245434837855	2.68131785838042e-45	3.79990866750476e-43	CM076438.1	3726649	3728236	-	NA	B9J08_01770
B9J08_03290	985.383726137196	1.43264018223062	0.103528100934344	13.838176971286	1.4996172345837e-43	2.07209611388603e-41	CM076440.1	595076	597326	+	NA	B9J08_03290
B9J08_01490	123071.852175451	1.04746391768658	0.0758795603852062	13.8042960761644	2.40106433422688e-43	3.23675184762731e-41	CM076438.1	3117855	3119370	-	NA	B9J08_01490
B9J08_00957	481.525924314531	-2.12734585191246	0.154176463255651	-13.7981233126678	2.6157383250705e-43	3.44218707682492e-41	CM076438.1	1981933	1982926	+	NA	B9J08_00957
B9J08_02079	3422.80516954048	-1.21838634324226	0.0885186813593484	-13.7641718621646	4.18654026687796e-43	5.38116466396151e-41	CM076439.1	261996	264321	+	NA	B9J08_02079
B9J08_02116	2278.506996964	1.14889259678765	0.0837589103802304	13.7166612074126	8.06967255379011e-43	1.01366091374541e-40	CM076439.1	331472	331850	-	NA	B9J08_02116
B9J08_05570	773.086867037296	-1.63285259983633	0.119383223273686	-13.6774042035456	1.38551041953774e-42	1.70171468639668e-40	CM076444.1	727713	728148	-	NA	B9J08_05570
B9J08_05576	61594.7808207441	1.11080162191044	0.0816629965106101	13.6022638082613	3.88227895815372e-42	4.56539485142886e-40	CM076444.1	737304	738759	+	NA	B9J08_05576
B9J08_00300	2501.27947522705	-1.09686655656642	0.0806366987521542	-13.6025726938272	3.86591456641406e-42	4.56539485142886e-40	CM076438.1	641483	643208	-	NA	B9J08_00300
B9J08_03024	10571.0539417175	1.26364243192933	0.0937330093833629	13.4812958662311	2.01535753043654e-41	2.32060022306724e-39	CM076440.1	23435	25220	+	NA	B9J08_03024
B9J08_00060	6491.15988840501	1.31595761293281	0.0976446417671017	13.4770079455212	2.13594432270261e-41	2.40925801460761e-39	CM076438.1	142610	143444	-	NA	B9J08_00060
B9J08_04698	5694.61574207284	1.02663755619228	0.0766176392207422	13.3994934669607	6.08772153746202e-41	6.59741900736325e-39	CM076442.1	625309	626716	+	NA	B9J08_04698
B9J08_03317	5888.84702605209	0.925822670954436	0.0690890899477759	13.4004178033646	6.01237340766331e-41	6.59741900736325e-39	CM076440.1	655378	656479	+	NA	B9J08_03317
B9J08_05224	3639.87311489518	1.2757041002829	0.0953309195390255	13.3818503634664	7.72012190757753e-41	8.20559880445788e-39	CM076443.1	898561	899269	+	NA	B9J08_05224
B9J08_00651	2468.75714123389	1.0894415974248	0.0815402350840601	13.3607855839721	1.02476892543124e-40	1.06865997186009e-38	CM076438.1	1386837	1388496	+	NA	B9J08_00651
B9J08_02734	3064.78677683279	1.05759310126173	0.0800600118749006	13.2100043017018	7.68200394501387e-40	7.86267329705401e-38	CM076439.1	1674632	1675904	+	NA	B9J08_02734
B9J08_00529	1216.56286177737	-1.3110264640575	0.100134699257828	-13.092628966527	3.62828559580593e-39	3.64609717963988e-37	CM076438.1	1137212	1138874	-	NA	B9J08_00529
B9J08_03475	744.654974977798	-1.59299473084807	0.124055537799441	-12.8409804117205	9.66427651083132e-38	9.53829576345798e-36	CM076440.1	982236	984768	+	NA	B9J08_03475
B9J08_01779	381.087800897262	2.01611688404469	0.157306257614833	12.8165078402742	1.32536599745185e-37	1.28513997682744e-35	CM076438.1	3746659	3748678	+	NA	B9J08_01779
B9J08_00330	81839.6746666868	1.02648450131576	0.0803996305913759	12.7672788266004	2.49733392833023e-37	2.37978700377262e-35	CM076438.1	700077	701328	+	NA	B9J08_00330
