GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene name
B9J08_05225	6785.02393440398	-2.34922139843072	0.0607833043247984	-38.6491228887056	0	0	CM076443.1	901348	902041	+	NA	B9J08_05225
B9J08_03782	5434.21283203171	-3.15992805857353	0.0720895240970594	-43.833387696097	0	0	CM076441.1	12423	14982	-	NA	B9J08_03782
B9J08_03737	2500.45742860803	-4.05895281093706	0.0975422545382572	-41.6122513279113	0	0	CM076440.1	1580961	1582983	-	NA	B9J08_03737
B9J08_03708	23172.3746532481	-6.81713263829431	0.0732923546305293	-93.0128752536311	0	0	CM076440.1	1506982	1509280	+	NA	B9J08_03708
B9J08_03214	4261.45658527267	-5.15877688944155	0.0945360536168292	-54.5694123254918	0	0	CM076440.1	426285	427206	-	NA	B9J08_03214
B9J08_03181	35917.6379274115	-2.19301951882165	0.0531116992171922	-41.2907052710483	0	0	CM076440.1	349105	350281	+	NA	B9J08_03181
B9J08_02698	6619.68168185155	-2.91957748917483	0.0691082313833947	-42.2464506865726	0	0	CM076439.1	1595350	1596718	+	NA	B9J08_02698
B9J08_01167	97962.0364823103	-5.06627227322805	0.142963271849103	-35.4375792306677	4.50654518841208e-275	3.1157126796384e-272	CM076438.1	2424367	2425363	+	NA	B9J08_01167
B9J08_01408	3380.17887872928	-2.45462878658416	0.0695478802413604	-35.29408485299	7.23702111285866e-273	4.44755153058014e-270	CM076438.1	2924798	2926121	+	NA	B9J08_01408
B9J08_03375	3621.74540689742	-2.3796597848435	0.0687630815700197	-34.6066483716317	2.00685372832502e-262	1.10999079713657e-259	CM076440.1	768196	772657	-	NA	B9J08_03375
B9J08_02896	4704.79857264126	-2.5059600693333	0.0742222601223859	-33.7629178254771	6.90974980017072e-250	3.47434783134038e-247	CM076439.1	2038274	2039975	+	NA	B9J08_02896
B9J08_04757	15361.2166371804	-2.20626911684313	0.0654466438210997	-33.7109588518248	3.99411669853483e-249	1.84095495496635e-246	CM076442.1	765455	767096	-	NA	B9J08_04757
B9J08_04997	1378.17378672694	5.36914293789629	0.160775424855485	33.3952962196953	1.60441116977537e-244	6.82615244617507e-242	CM076443.1	372792	374322	+	NA	B9J08_04997
B9J08_00860	11026.3313518889	-8.03042170869271	0.241514687798818	-33.2502415562488	2.02496998454863e-242	8.00007784609892e-240	CM076438.1	1811399	1812596	-	NA	B9J08_00860
B9J08_04846	1783.42821345121	-3.11217880367772	0.094122217490405	-33.0652941107659	9.37828457987256e-240	3.45808613408501e-237	CM076442.1	963100	965266	-	NA	B9J08_04846
B9J08_03307	19427.1944762545	-1.80027828835943	0.0565791655661561	-31.8187493637465	3.56317764701832e-222	1.23174597285365e-219	CM076440.1	633855	634602	+	NA	B9J08_03307
B9J08_00523	1133.10477093652	-5.01447533122297	0.158495276955298	-31.6380110975625	1.10861897446797e-219	3.60692443987196e-217	CM076438.1	1110799	1112464	-	NA	B9J08_00523
